instrument,base,rate,volume,value,date
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.322532
TSLA,USD,609,2,1218,2021-06-14 12:30:18.325517
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.328530
TSLA,USD,609,2,1218,2021-06-14 12:30:18.330529
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.333529
TSLA,USD,609,2,1218,2021-06-14 12:30:18.336515
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.339516
TSLA,USD,609,2,1218,2021-06-14 12:30:18.342513
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.346959
TSLA,USD,609,2,1218,2021-06-14 12:30:18.349975
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.352961
TSLA,USD,609,2,1218,2021-06-14 12:30:18.354974
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.357958
TSLA,USD,609,2,1218,2021-06-14 12:30:18.360971
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.363970
TSLA,USD,609,2,1218,2021-06-14 12:30:18.366855
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.368868
TSLA,USD,609,2,1218,2021-06-14 12:30:18.371867
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.374901
TSLA,USD,609,2,1218,2021-06-14 12:30:18.376865
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.379865
TSLA,USD,609,2,1218,2021-06-14 12:30:18.381863
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.384863
TSLA,USD,609,2,1218,2021-06-14 12:30:18.386862
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.390853
TSLA,USD,609,2,1218,2021-06-14 12:30:18.392860
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.395845
TSLA,USD,609,2,1218,2021-06-14 12:30:18.397858
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.400870
TSLA,USD,609,2,1218,2021-06-14 12:30:18.402843
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.405874
TSLA,USD,609,2,1218,2021-06-14 12:30:18.408855
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.411673
TSLA,USD,609,2,1218,2021-06-14 12:30:18.413689
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.416892
TSLA,USD,609,2,1218,2021-06-14 12:30:18.418907
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.422330
TSLA,USD,609,2,1218,2021-06-14 12:30:18.424345
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.427329
TSLA,USD,609,2,1218,2021-06-14 12:30:18.429344
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.432342
TSLA,USD,609,2,1218,2021-06-14 12:30:18.434326
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.437340
TSLA,USD,609,2,1218,2021-06-14 12:30:18.440325
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.442324
TSLA,USD,609,2,1218,2021-06-14 12:30:18.445284
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.447299
TSLA,USD,609,2,1218,2021-06-14 12:30:18.450219
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.453265
TSLA,USD,609,2,1218,2021-06-14 12:30:18.455231
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.458230
TSLA,USD,609,2,1218,2021-06-14 12:30:18.460230
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.463250
TSLA,USD,609,2,1218,2021-06-14 12:30:18.465216
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.468221
TSLA,USD,609,2,1218,2021-06-14 12:30:18.470697
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.472713
TSLA,USD,609,2,1218,2021-06-14 12:30:18.475611
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.477626
TSLA,USD,609,2,1218,2021-06-14 12:30:18.480540
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.483542
TSLA,USD,609,2,1218,2021-06-14 12:30:18.485559
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.488553
TSLA,USD,609,2,1218,2021-06-14 12:30:18.491538
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.493556
TSLA,USD,609,2,1218,2021-06-14 12:30:18.496551
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.498550
TSLA,USD,609,2,1218,2021-06-14 12:30:18.501549
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.504448
TSLA,USD,609,2,1218,2021-06-14 12:30:18.506463
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.509456
TSLA,USD,609,2,1218,2021-06-14 12:30:18.511472
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.514457
TSLA,USD,609,2,1218,2021-06-14 12:30:18.517456
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.519778
TSLA,USD,609,2,1218,2021-06-14 12:30:18.521791
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.524790
TSLA,USD,609,2,1218,2021-06-14 12:30:18.526789
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.529774
TSLA,USD,609,2,1218,2021-06-14 12:30:18.531787
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.534787
TSLA,USD,609,2,1218,2021-06-14 12:30:18.536786
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.539785
TSLA,USD,609,2,1218,2021-06-14 12:30:18.541785
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.544784
TSLA,USD,609,2,1218,2021-06-14 12:30:18.547772
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.551769
TSLA,USD,609,2,1218,2021-06-14 12:30:18.555766
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.558766
TSLA,USD,609,2,1218,2021-06-14 12:30:18.561765
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.564765
TSLA,USD,609,2,1218,2021-06-14 12:30:18.568763
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.571597
TSLA,USD,609,2,1218,2021-06-14 12:30:18.574612
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.577602
TSLA,USD,609,2,1218,2021-06-14 12:30:18.581378
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.584397
TSLA,USD,609,2,1218,2021-06-14 12:30:18.587380
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.590476
TSLA,USD,609,2,1218,2021-06-14 12:30:18.593470
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.597479
TSLA,USD,609,2,1218,2021-06-14 12:30:18.600483
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.603482
TSLA,USD,609,2,1218,2021-06-14 12:30:18.606482
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.609480
TSLA,USD,609,2,1218,2021-06-14 12:30:18.612869
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.615869
TSLA,USD,609,2,1218,2021-06-14 12:30:18.618868
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.621867
TSLA,USD,609,2,1218,2021-06-14 12:30:18.624865
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.627986
TSLA,USD,609,2,1218,2021-06-14 12:30:18.630997
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.634006
TSLA,USD,609,2,1218,2021-06-14 12:30:18.637005
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.639988
TSLA,USD,609,2,1218,2021-06-14 12:30:18.642983
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.645002
TSLA,USD,609,2,1218,2021-06-14 12:30:18.648001
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.651980
TSLA,USD,609,2,1218,2021-06-14 12:30:18.654979
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.657998
TSLA,USD,609,2,1218,2021-06-14 12:30:18.660997
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.663996
TSLA,USD,609,2,1218,2021-06-14 12:30:18.666995
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.669975
TSLA,USD,609,2,1218,2021-06-14 12:30:18.673973
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.676973
TSLA,USD,609,2,1218,2021-06-14 12:30:18.679971
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.681972
TSLA,USD,609,2,1218,2021-06-14 12:30:18.684989
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.687969
TSLA,USD,609,2,1218,2021-06-14 12:30:18.690969
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.693982
TSLA,USD,609,2,1218,2021-06-14 12:30:18.696976
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.700354
TSLA,USD,609,2,1218,2021-06-14 12:30:18.704365
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.706368
TSLA,USD,609,2,1218,2021-06-14 12:30:18.710351
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.712351
TSLA,USD,609,2,1218,2021-06-14 12:30:18.716349
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.719348
TSLA,USD,609,2,1218,2021-06-14 12:30:18.722347
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.725549
TSLA,USD,609,2,1218,2021-06-14 12:30:18.728567
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.731566
TSLA,USD,609,2,1218,2021-06-14 12:30:18.734546
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.737547
TSLA,USD,609,2,1218,2021-06-14 12:30:18.741545
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.744544
TSLA,USD,609,2,1218,2021-06-14 12:30:18.747542
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.750543
TSLA,USD,609,2,1218,2021-06-14 12:30:18.753560
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.756553
TSLA,USD,609,2,1218,2021-06-14 12:30:18.760412
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.763423
TSLA,USD,609,2,1218,2021-06-14 12:30:18.766412
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.769405
TSLA,USD,609,2,1218,2021-06-14 12:30:18.772406
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.775033
TSLA,USD,609,2,1218,2021-06-14 12:30:18.778033
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.781024
TSLA,USD,609,2,1218,2021-06-14 12:30:18.784023
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.787022
TSLA,USD,609,2,1218,2021-06-14 12:30:18.790019
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.793032
TSLA,USD,609,2,1218,2021-06-14 12:30:18.796018
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.798969
TSLA,USD,609,2,1218,2021-06-14 12:30:18.800985
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.803984
TSLA,USD,609,2,1218,2021-06-14 12:30:18.806983
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.809982
TSLA,USD,609,2,1218,2021-06-14 12:30:18.812966
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.816985
TSLA,USD,609,2,1218,2021-06-14 12:30:18.820965
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.824963
TSLA,USD,609,2,1218,2021-06-14 12:30:18.828976
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.831603
TSLA,USD,609,2,1218,2021-06-14 12:30:18.834602
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.837611
TSLA,USD,609,2,1218,2021-06-14 12:30:18.840600
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.843609
TSLA,USD,609,2,1218,2021-06-14 12:30:18.846598
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.848607
TSLA,USD,609,2,1218,2021-06-14 12:30:18.851606
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.854597
TSLA,USD,609,2,1218,2021-06-14 12:30:18.857605
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.860603
TSLA,USD,609,2,1218,2021-06-14 12:30:18.863594
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.866601
TSLA,USD,609,2,1218,2021-06-14 12:30:18.869591
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.871600
TSLA,USD,609,2,1218,2021-06-14 12:30:18.875604
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.878605
TSLA,USD,609,2,1218,2021-06-14 12:30:18.880597
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.883596
TSLA,USD,609,2,1218,2021-06-14 12:30:18.885595
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.888595
TSLA,USD,609,2,1218,2021-06-14 12:30:18.891585
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.893583
TSLA,USD,609,2,1218,2021-06-14 12:30:18.897353
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.899366
TSLA,USD,609,2,1218,2021-06-14 12:30:18.902365
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.905368
TSLA,USD,609,2,1218,2021-06-14 12:30:18.907368
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.910365
TSLA,USD,609,2,1218,2021-06-14 12:30:18.912364
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.915364
TSLA,USD,609,2,1218,2021-06-14 12:30:18.918363
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.920348
TSLA,USD,609,2,1218,2021-06-14 12:30:18.923347
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.926394
TSLA,USD,609,2,1218,2021-06-14 12:30:18.928409
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.931432
TSLA,USD,609,2,1218,2021-06-14 12:30:18.934108
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.936461
TSLA,USD,609,2,1218,2021-06-14 12:30:18.938476
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.941475
TSLA,USD,609,2,1218,2021-06-14 12:30:18.944243
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.946258
TSLA,USD,609,2,1218,2021-06-14 12:30:18.949221
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.951235
TSLA,USD,609,2,1218,2021-06-14 12:30:18.954219
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.957232
TSLA,USD,609,2,1218,2021-06-14 12:30:18.959218
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.962399
TSLA,USD,609,2,1218,2021-06-14 12:30:18.964823
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.967435
TSLA,USD,609,2,1218,2021-06-14 12:30:18.969467
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.972462
TSLA,USD,609,2,1218,2021-06-14 12:30:18.974480
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.977407
TSLA,USD,609,2,1218,2021-06-14 12:30:18.979422
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.982387
TSLA,USD,609,2,1218,2021-06-14 12:30:18.985389
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.987387
TSLA,USD,609,2,1218,2021-06-14 12:30:18.990401
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.992771
TSLA,USD,609,2,1218,2021-06-14 12:30:18.994784
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:18.997783
TSLA,USD,609,2,1218,2021-06-14 12:30:19.000768
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.003787
TSLA,USD,609,2,1218,2021-06-14 12:30:19.006786
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.008766
TSLA,USD,609,2,1218,2021-06-14 12:30:19.011779
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.013778
TSLA,USD,609,2,1218,2021-06-14 12:30:19.017768
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.019776
TSLA,USD,609,2,1218,2021-06-14 12:30:19.022790
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.024774
TSLA,USD,609,2,1218,2021-06-14 12:30:19.027761
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.029773
TSLA,USD,609,2,1218,2021-06-14 12:30:19.032773
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.034771
TSLA,USD,609,2,1218,2021-06-14 12:30:19.037771
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.039770
TSLA,USD,609,2,1218,2021-06-14 12:30:19.042768
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.044756
TSLA,USD,609,2,1218,2021-06-14 12:30:19.047762
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.050894
TSLA,USD,609,2,1218,2021-06-14 12:30:19.053435
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.055450
TSLA,USD,609,2,1218,2021-06-14 12:30:19.058432
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.060447
TSLA,USD,609,2,1218,2021-06-14 12:30:19.063447
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.065445
TSLA,USD,609,2,1218,2021-06-14 12:30:19.069430
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.073430
TSLA,USD,609,2,1218,2021-06-14 12:30:19.078448
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.083427
TSLA,USD,609,2,1218,2021-06-14 12:30:19.088427
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.092425
TSLA,USD,609,2,1218,2021-06-14 12:30:19.096424
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.099423
TSLA,USD,609,2,1218,2021-06-14 12:30:19.102422
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.105421
TSLA,USD,609,2,1218,2021-06-14 12:30:19.108420
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.112417
TSLA,USD,609,2,1218,2021-06-14 12:30:19.115417
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.118428
TSLA,USD,609,2,1218,2021-06-14 12:30:19.121428
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.123414
TSLA,USD,609,2,1218,2021-06-14 12:30:19.127412
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.131412
TSLA,USD,609,2,1218,2021-06-14 12:30:19.134420
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.137419
TSLA,USD,609,2,1218,2021-06-14 12:30:19.140414
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.144407
TSLA,USD,609,2,1218,2021-06-14 12:30:19.147419
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.150425
TSLA,USD,609,2,1218,2021-06-14 12:30:19.153419
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.155419
TSLA,USD,609,2,1218,2021-06-14 12:30:19.158416
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.161415
TSLA,USD,609,2,1218,2021-06-14 12:30:19.164400
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.167402
TSLA,USD,609,2,1218,2021-06-14 12:30:19.170398
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.174397
TSLA,USD,609,2,1218,2021-06-14 12:30:19.177409
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.180409
TSLA,USD,609,2,1218,2021-06-14 12:30:19.183409
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.185407
TSLA,USD,609,2,1218,2021-06-14 12:30:19.189402
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.192402
TSLA,USD,609,2,1218,2021-06-14 12:30:19.195404
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.198405
TSLA,USD,609,2,1218,2021-06-14 12:30:19.201402
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.205387
TSLA,USD,609,2,1218,2021-06-14 12:30:19.208386
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.211385
TSLA,USD,609,2,1218,2021-06-14 12:30:19.214384
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.217383
TSLA,USD,609,2,1218,2021-06-14 12:30:19.220382
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.223381
TSLA,USD,609,2,1218,2021-06-14 12:30:19.226380
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.229379
TSLA,USD,609,2,1218,2021-06-14 12:30:19.232378
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.236377
TSLA,USD,609,2,1218,2021-06-14 12:30:19.239383
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.242375
TSLA,USD,609,2,1218,2021-06-14 12:30:19.245374
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.248374
TSLA,USD,609,2,1218,2021-06-14 12:30:19.251372
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.253372
TSLA,USD,609,2,1218,2021-06-14 12:30:19.257379
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.259371
TSLA,USD,609,2,1218,2021-06-14 12:30:19.262368
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.265368
TSLA,USD,609,2,1218,2021-06-14 12:30:19.269367
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.272366
TSLA,USD,609,2,1218,2021-06-14 12:30:19.275364
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.278364
TSLA,USD,609,2,1218,2021-06-14 12:30:19.281363
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.284362
TSLA,USD,609,2,1218,2021-06-14 12:30:19.287361
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.291359
TSLA,USD,609,2,1218,2021-06-14 12:30:19.294358
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.298357
TSLA,USD,609,2,1218,2021-06-14 12:30:19.301356
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.304355
TSLA,USD,609,2,1218,2021-06-14 12:30:19.308354
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.311360
TSLA,USD,609,2,1218,2021-06-14 12:30:19.315351
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.318351
TSLA,USD,609,2,1218,2021-06-14 12:30:19.322350
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.326348
TSLA,USD,609,2,1218,2021-06-14 12:30:19.329347
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.333347
TSLA,USD,609,2,1218,2021-06-14 12:30:19.338346
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.342345
TSLA,USD,609,2,1218,2021-06-14 12:30:19.347342
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.352340
TSLA,USD,609,2,1218,2021-06-14 12:30:19.358338
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.362337
TSLA,USD,609,2,1218,2021-06-14 12:30:19.365338
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.368335
TSLA,USD,609,2,1218,2021-06-14 12:30:19.372334
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.376332
TSLA,USD,609,2,1218,2021-06-14 12:30:19.379332
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.382331
TSLA,USD,609,2,1218,2021-06-14 12:30:19.385330
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.389329
TSLA,USD,609,2,1218,2021-06-14 12:30:19.392327
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.396326
TSLA,USD,609,2,1218,2021-06-14 12:30:19.400326
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.404324
TSLA,USD,609,2,1218,2021-06-14 12:30:19.407323
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.412321
TSLA,USD,609,2,1218,2021-06-14 12:30:19.416321
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.419318
TSLA,USD,609,2,1218,2021-06-14 12:30:19.422319
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.426317
TSLA,USD,609,2,1218,2021-06-14 12:30:19.429315
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.433314
TSLA,USD,609,2,1218,2021-06-14 12:30:19.436315
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.440314
TSLA,USD,609,2,1218,2021-06-14 12:30:19.443311
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.446310
TSLA,USD,609,2,1218,2021-06-14 12:30:19.450310
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.454309
TSLA,USD,609,2,1218,2021-06-14 12:30:19.458306
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.462306
TSLA,USD,609,2,1218,2021-06-14 12:30:19.466305
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.470304
TSLA,USD,609,2,1218,2021-06-14 12:30:19.475302
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.479299
TSLA,USD,609,2,1218,2021-06-14 12:30:19.482301
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.487297
TSLA,USD,609,2,1218,2021-06-14 12:30:19.491296
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.495294
TSLA,USD,609,2,1218,2021-06-14 12:30:19.499295
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.502292
TSLA,USD,609,2,1218,2021-06-14 12:30:19.505291
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.508292
TSLA,USD,609,2,1218,2021-06-14 12:30:19.512291
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.515291
TSLA,USD,609,2,1218,2021-06-14 12:30:19.519287
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.523287
TSLA,USD,609,2,1218,2021-06-14 12:30:19.526286
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.530285
TSLA,USD,609,2,1218,2021-06-14 12:30:19.533284
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.537281
TSLA,USD,609,2,1218,2021-06-14 12:30:19.540281
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.544281
TSLA,USD,609,2,1218,2021-06-14 12:30:19.547277
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.550277
TSLA,USD,609,2,1218,2021-06-14 12:30:19.553276
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.556275
TSLA,USD,609,2,1218,2021-06-14 12:30:19.559274
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.561274
TSLA,USD,609,2,1218,2021-06-14 12:30:19.564273
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.567272
TSLA,USD,609,2,1218,2021-06-14 12:30:19.570271
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.574269
TSLA,USD,609,2,1218,2021-06-14 12:30:19.579268
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.582266
TSLA,USD,609,2,1218,2021-06-14 12:30:19.585268
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.588266
TSLA,USD,609,2,1218,2021-06-14 12:30:19.591275
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.594265
TSLA,USD,609,2,1218,2021-06-14 12:30:19.597264
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.600262
TSLA,USD,609,2,1218,2021-06-14 12:30:19.603261
AAPL,USD,993.232,4,3972.928,2021-06-14 12:30:19.606261
